Grade;original_firstorder_10Percentile;original_firstorder_90Percentile;original_firstorder_Energy;original_firstorder_Entropy;original_firstorder_InterquartileRange;original_firstorder_Kurtosis;original_firstorder_Maximum;original_firstorder_MeanAbsoluteDeviation;original_firstorder_Mean;original_firstorder_Median;original_firstorder_Minimum;original_firstorder_Range;original_firstorder_RobustMeanAbsoluteDeviation;original_firstorder_RootMeanSquared;original_firstorder_Skewness;original_firstorder_TotalEnergy;original_firstorder_Uniformity;original_firstorder_Variance;original_gldm_DependenceEntropy;original_gldm_DependenceNonUniformity;original_gldm_DependenceNonUniformityNormalized;original_gldm_DependenceVariance;original_gldm_GrayLevelNonUniformity;original_gldm_GrayLevelVariance;original_gldm_HighGrayLevelEmphasis;original_gldm_LargeDependenceEmphasis;original_gldm_LargeDependenceHighGrayLevelEmphasis;original_gldm_LargeDependenceLowGrayLevelEmphasis;original_gldm_LowGrayLevelEmphasis;original_gldm_SmallDependenceEmphasis;original_gldm_SmallDependenceHighGrayLevelEmphasis;original_gldm_SmallDependenceLowGrayLevelEmphasis;original_glcm_Autocorrelation;original_glcm_ClusterProminence;original_glcm_ClusterShade;original_glcm_ClusterTendency;original_glcm_Contrast;original_glcm_Correlation;original_glcm_DifferenceAverage;original_glcm_DifferenceEntropy;original_glcm_DifferenceVariance;original_glcm_Id;original_glcm_Idm;original_glcm_Idmn;original_glcm_Idn;original_glcm_Imc1;original_glcm_Imc2;original_glcm_InverseVariance;original_glcm_JointAverage;original_glcm_JointEnergy;original_glcm_JointEntropy;original_glcm_MCC;original_glcm_MaximumProbability;original_glcm_SumAverage;original_glcm_SumEntropy;original_glcm_SumSquares;original_glrlm_GrayLevelNonUniformity;original_glrlm_GrayLevelNonUniformityNormalized;original_glrlm_GrayLevelVariance;original_glrlm_HighGrayLevelRunEmphasis;original_glrlm_LongRunEmphasis;original_glrlm_LongRunHighGrayLevelEmphasis;original_glrlm_LongRunLowGrayLevelEmphasis;original_glrlm_LowGrayLevelRunEmphasis;original_glrlm_RunEntropy;original_glrlm_RunLengthNonUniformity;original_glrlm_RunLengthNonUniformityNormalized;original_glrlm_RunPercentage;original_glrlm_RunVariance;original_glrlm_ShortRunEmphasis;original_glrlm_ShortRunHighGrayLevelEmphasis;original_glrlm_ShortRunLowGrayLevelEmphasis;original_glszm_GrayLevelNonUniformity;original_glszm_GrayLevelNonUniformityNormalized;original_glszm_GrayLevelVariance;original_glszm_HighGrayLevelZoneEmphasis;original_glszm_LargeAreaEmphasis;original_glszm_LargeAreaHighGrayLevelEmphasis;original_glszm_LargeAreaLowGrayLevelEmphasis;original_glszm_LowGrayLevelZoneEmphasis;original_glszm_SizeZoneNonUniformity;original_glszm_SizeZoneNonUniformityNormalized;original_glszm_SmallAreaEmphasis;original_glszm_SmallAreaHighGrayLevelEmphasis;original_glszm_SmallAreaLowGrayLevelEmphasis;original_glszm_ZoneEntropy;original_glszm_ZonePercentage;original_glszm_ZoneVariance;original_ngtdm_Busyness;original_ngtdm_Coarseness;original_ngtdm_Complexity;original_ngtdm_Contrast;original_ngtdm_Strength
0.00;105.00;112.00;23149963.00;0.02;4.00;3.11;117.00;2.15;108.18;108.00;98.00;19.00;1.64;108.21;-0.12;23149963.00;1.00;7.48;0.71;1586.94;0.80;0.77;1969.02;0.00;3.99;77.06;308.20;19.27;0.25;0.01;0.06;0.00;3.99;0.01;0.00;0.00;0.00;0.17;0.00;0.02;0.00;1.00;1.00;1.00;1.00;-0.11;0.04;0.00;2.00;0.99;0.03;0.17;1.00;4.00;0.03;0.00;59.14;0.90;0.05;3.84;1140.56;4562.01;285.20;0.29;4.18;4.63;0.07;0.03;174.15;0.06;0.09;0.05;1.67;0.56;0.22;2.00;1297579.67;5190308.67;324397.42;0.75;1.00;0.33;0.37;0.37;0.37;1.58;0.00;863298.67;0.69;0.36;0.00;0.00;0.33
1.00;48.00;70.00;179225366.00;0.75;15.00;2.18;83.00;7.50;60.08;62.00;34.00;49.00;5.93;60.71;-0.26;179225366.00;0.72;76.85;1.59;36636.69;0.75;1.10;34836.68;0.15;3.69;75.79;280.79;26.12;0.35;0.02;0.06;0.01;3.67;1.76;-0.48;0.57;0.03;0.89;0.03;0.21;0.03;0.98;0.98;1.00;0.99;-0.73;0.81;0.03;1.88;0.69;0.94;0.90;0.82;3.76;0.91;0.15;973.84;0.45;0.37;3.44;1821.66;7006.40;535.07;0.49;6.31;143.67;0.06;0.04;1266.06;0.21;0.73;0.12;45.58;0.35;0.67;3.99;6471055.34;24980614.95;1849878.62;0.54;9.92;0.08;0.22;1.01;0.10;5.43;0.00;6331167.83;116.86;0.00;0.11;0.00;0.00
0.00;182.00;190.00;108296663.00;0.01;4.00;3.48;196.00;2.33;186.13;186.00;173.00;23.00;1.74;186.16;0.03;108296663.00;1.00;9.04;0.58;2632.46;0.84;0.58;3121.00;0.00;4.00;77.97;311.87;19.49;0.25;0.01;0.05;0.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;2.00;1.00;0.01;0.00;1.00;4.00;0.01;0.00;75.35;0.95;0.03;3.92;1893.36;7573.38;473.36;0.27;4.37;4.77;0.06;0.03;212.14;0.03;0.03;0.03;1.67;0.56;0.22;2.00;3251043.67;13004172.67;812761.42;0.75;1.67;0.56;0.67;0.67;0.67;0.92;0.00;2165974.22;0.44;0.56;0.00;0.00;0.53
1.00;101.00;155.00;724649633.00;1.69;28.00;2.45;170.00;15.39;124.48;121.00;70.00;100.00;11.52;125.99;0.22;724649633.00;0.37;379.07;3.06;26536.72;0.58;1.99;17042.93;0.82;12.75;71.43;906.97;7.37;0.10;0.02;0.26;0.00;12.72;24.11;3.01;3.19;0.07;0.96;0.07;0.37;0.07;0.96;0.96;1.00;0.99;-0.76;0.96;0.07;3.46;0.33;2.09;0.96;0.52;6.91;2.02;0.82;1234.74;0.32;0.72;13.21;627.63;7696.75;64.11;0.10;6.04;416.33;0.11;0.08;472.33;0.29;3.98;0.03;146.91;0.48;0.62;14.53;2241446.94;24185537.85;236672.85;0.10;38.15;0.13;0.32;4.83;0.03;5.07;0.01;2218750.48;62.35;0.00;0.73;0.01;0.01
0.00;150.00;167.00;72934286.00;0.43;13.00;1.45;178.00;6.75;158.81;161.00;144.00;34.00;5.98;158.97;-0.09;72934286.00;0.84;51.54;1.90;1449.17;0.50;2.19;2428.97;0.08;3.75;68.87;266.07;19.57;0.31;0.02;0.06;0.01;3.70;0.63;-0.35;0.25;0.07;0.56;0.07;0.37;0.07;0.96;0.96;0.99;0.98;-0.30;0.48;0.07;1.91;0.77;0.74;0.56;0.88;3.83;0.67;0.08;164.64;0.55;0.23;3.02;224.69;888.84;58.66;0.50;4.78;26.49;0.09;0.10;123.61;0.22;0.49;0.16;14.70;0.74;0.26;1.70;178297.60;712043.90;44861.25;0.88;2.00;0.10;0.07;0.17;0.06;3.68;0.01;157475.11;13.75;0.01;0.27;0.00;0.02
1.00;68.00;113.00;156023644.00;1.47;15.00;2.62;127.00;12.52;84.81;80.00;52.00;75.00;9.64;86.28;0.85;156023644.00;0.40;252.30;2.48;14795.53;0.71;1.35;8287.62;0.47;4.27;74.72;324.81;30.14;0.41;0.02;0.07;0.01;4.24;7.31;0.31;1.81;0.04;0.95;0.04;0.25;0.04;0.98;0.98;1.00;0.99;-0.84;0.96;0.04;1.95;0.37;1.70;1.00;0.52;3.90;1.66;0.46;469.80;0.41;0.46;3.30;1031.54;4616.91;371.02;0.56;6.02;90.24;0.08;0.05;659.03;0.25;0.68;0.16;47.71;0.50;0.50;2.63;1719247.13;7067940.28;597081.03;0.72;11.33;0.12;0.27;0.64;0.21;4.53;0.00;1671586.78;47.81;0.00;0.32;0.00;0.02
0.00;134.00;152.00;12419661.00;0.89;15.00;1.22;156.00;7.73;142.47;144.50;127.00;29.00;7.26;142.69;0.02;12419661.00;0.57;63.19;3.08;176.57;0.29;3.38;349.88;0.21;1.92;58.96;105.36;47.36;0.77;0.03;0.06;0.02;1.86;1.00;0.51;0.72;0.12;0.71;0.12;0.54;0.11;0.94;0.94;0.98;0.96;-0.41;0.72;0.12;1.31;0.47;1.41;0.71;0.63;2.61;1.28;0.21;59.94;0.51;0.25;2.30;53.61;82.56;46.37;0.67;4.09;15.66;0.13;0.19;23.89;0.28;0.66;0.18;4.25;0.53;0.23;2.13;16050.00;26736.00;13378.50;0.72;1.00;0.13;0.13;0.16;0.13;3.00;0.01;10235.94;249.58;0.03;0.12;0.03;0.03
1.00;101.00;118.00;63440321.00;0.42;9.00;3.20;133.00;5.48;108.18;106.00;82.00;51.00;3.89;108.40;0.77;63440321.00;0.87;46.62;1.58;3307.30;0.61;1.79;4710.88;0.07;3.98;72.35;291.06;18.90;0.28;0.02;0.07;0.01;3.95;0.67;-0.05;0.21;0.05;0.59;0.05;0.30;0.05;0.97;0.97;0.99;0.99;-0.38;0.52;0.05;1.98;0.83;0.66;0.75;0.91;3.96;0.61;0.07;193.84;0.48;0.34;3.53;526.30;2108.93;132.68;0.46;5.27;34.38;0.08;0.08;328.03;0.25;0.64;0.18;28.90;0.70;0.27;1.76;610454.80;2442778.80;152686.14;0.87;5.78;0.14;0.36;0.58;0.30;3.71;0.01;593114.41;19.28;0.01;0.17;0.00;0.02
0.00;143.00;154.00;16453631.00;1.00;8.75;1.88;157.00;4.02;148.44;149.00;136.00;21.00;3.39;148.51;-0.21;16453631.00;0.50;20.27;2.78;325.28;0.44;2.44;373.77;0.25;2.43;66.57;160.37;43.12;0.64;0.02;0.06;0.01;2.39;0.95;0.09;0.94;0.06;0.88;0.06;0.32;0.05;0.97;0.97;0.99;0.98;-0.68;0.86;0.06;1.47;0.45;1.32;0.88;0.50;2.95;1.26;0.25;46.27;0.50;0.25;2.53;111.30;258.98;74.38;0.62;4.50;9.05;0.10;0.12;40.48;0.20;0.51;0.13;4.25;0.53;0.23;2.88;31493.25;76400.25;20266.50;0.53;1.25;0.16;0.27;1.08;0.07;2.75;0.01;22797.69;24.18;0.05;0.06;0.01;0.05
1.00;63.00;107.00;369578535.00;1.62;25.00;2.61;128.00;14.07;86.58;88.00;35.00;93.00;10.55;88.26;-0.38;369578535.00;0.36;293.69;2.77;31629.41;0.67;1.52;17189.69;0.57;9.63;73.80;709.71;10.76;0.15;0.02;0.17;0.00;9.59;12.80;-1.00;2.23;0.05;0.95;0.05;0.30;0.05;0.97;0.97;1.00;0.99;-0.80;0.96;0.05;3.01;0.33;1.94;0.96;0.47;6.01;1.89;0.57;966.40;0.33;0.71;9.76;995.30;9204.34;137.44;0.16;6.40;258.91;0.09;0.06;716.24;0.25;2.50;0.04;67.45;0.29;0.92;10.05;2279003.06;20722772.55;299030.54;0.18;29.88;0.13;0.32;3.32;0.06;5.34;0.00;2237896.36;53.88;0.00;0.54;0.00;0.01
0.00;96.00;101.00;17741635.00;0.93;3.00;4.17;109.00;1.65;98.76;99.00;90.00;19.00;1.30;98.79;0.27;17741635.00;0.55;4.54;3.16;524.83;0.29;3.24;992.80;0.23;2.04;59.92;113.32;46.56;0.74;0.03;0.07;0.02;1.95;0.94;0.44;0.75;0.14;0.68;0.14;0.59;0.12;0.93;0.93;0.97;0.95;-0.37;0.70;0.14;1.34;0.43;1.50;0.68;0.59;2.68;1.36;0.22;167.33;0.50;0.25;2.51;64.71;105.80;54.44;0.62;4.51;40.47;0.12;0.18;32.24;0.28;0.80;0.15;16.81;0.54;0.23;2.94;25881.48;39729.00;22419.60;0.52;3.97;0.13;0.32;0.84;0.19;3.83;0.02;22442.23;1478.57;0.01;0.14;0.03;0.01
1.00;31.00;48.00;49482290.00;0.31;11.00;2.05;62.00;5.64;39.87;40.00;22.00;40.00;4.77;40.39;-0.07;49482290.00;0.90;42.33;0.96;24688.42;0.81;0.78;27320.60;0.05;4.23;77.27;323.54;19.02;0.25;0.01;0.07;0.00;4.22;0.60;0.27;0.18;0.02;0.83;0.02;0.12;0.02;0.99;0.99;1.00;1.00;-0.66;0.58;0.02;2.05;0.89;0.42;0.83;0.94;4.09;0.40;0.05;541.92;0.56;0.25;5.30;2541.39;10291.43;632.22;0.24;6.29;41.02;0.04;0.03;1406.01;0.17;1.18;0.03;34.05;0.62;0.32;7.65;8544410.44;34316851.24;2132330.96;0.18;5.80;0.11;0.24;1.98;0.03;4.19;0.00;8240388.53;33.83;0.00;0.06;0.00;0.01
0.00;122.00;157.00;53787906.00;1.49;30.00;1.12;162.00;15.19;139.72;139.00;116.00;46.00;14.35;140.57;-0.02;53787906.00;0.38;237.71;3.12;1240.93;0.46;2.33;1025.22;0.61;5.86;67.79;421.98;20.59;0.33;0.02;0.10;0.01;5.82;9.89;-1.82;2.37;0.08;0.93;0.08;0.40;0.07;0.96;0.96;0.99;0.98;-0.76;0.95;0.08;2.29;0.34;1.86;0.98;0.49;4.58;1.78;0.61;111.86;0.36;0.54;3.88;173.68;1264.09;40.12;0.50;5.21;24.08;0.08;0.11;90.25;0.21;0.50;0.14;11.25;0.47;0.33;2.58;106476.33;777396.42;22248.58;0.65;2.25;0.09;0.22;0.56;0.14;4.08;0.01;93612.99;11.40;0.02;0.17;0.02;0.04
1.00;79.00;104.00;227099973.00;0.89;11.00;2.94;120.00;7.64;90.80;89.00;64.00;56.00;5.32;91.31;0.47;227099973.00;0.65;92.65;1.75;20326.83;0.75;1.16;17573.43;0.20;4.83;75.61;364.52;18.34;0.25;0.02;0.08;0.00;4.81;2.19;0.49;0.74;0.04;0.90;0.04;0.23;0.04;0.98;0.98;1.00;0.99;-0.74;0.85;0.04;2.15;0.61;1.12;0.92;0.76;4.31;1.08;0.19;498.20;0.39;0.47;5.01;1945.50;8531.28;469.10;0.34;6.05;103.48;0.08;0.05;1430.12;0.24;1.18;0.09;26.30;0.36;0.59;5.45;6341160.95;26999863.65;1542478.81;0.35;8.73;0.12;0.32;1.89;0.09;4.78;0.00;6205677.26;75.37;0.00;0.11;0.00;0.01
2.00;39.00;55.00;12549015.00;0.81;7.00;3.21;66.00;4.72;46.17;46.00;28.00;38.00;3.28;46.57;0.61;12549015.00;0.63;37.05;2.16;3390.61;0.59;1.91;3624.65;0.19;1.75;71.43;119.12;59.51;0.81;0.02;0.04;0.01;1.71;1.16;0.66;0.68;0.06;0.84;0.06;0.33;0.06;0.97;0.97;0.99;0.98;-0.61;0.79;0.06;1.25;0.57;1.12;0.84;0.72;2.49;1.06;0.19;242.50;0.51;0.25;2.34;437.57;594.32;398.38;0.66;5.27;41.91;0.08;0.08;277.82;0.25;0.64;0.15;16.52;0.50;0.25;2.55;597862.58;749295.39;560004.37;0.61;2.82;0.09;0.18;0.45;0.11;4.27;0.01;567110.17;344.76;0.01;0.06;0.01;0.01
2.00;69.00;94.00;49853327.00;1.10;14.00;2.49;108.00;8.09;80.53;78.00;57.00;51.00;6.08;81.11;0.47;49853327.00;0.52;93.47;2.66;3840.63;0.51;2.07;3965.08;0.27;3.26;69.37;227.37;32.07;0.48;0.02;0.06;0.01;3.26;2.63;-0.26;1.01;0.07;0.86;0.07;0.38;0.07;0.96;0.96;0.99;0.98;-0.64;0.87;0.07;1.74;0.47;1.49;0.87;0.62;3.48;1.42;0.27;317.28;0.42;0.41;3.12;276.45;963.94;107.72;0.57;5.60;56.76;0.07;0.10;163.81;0.20;0.57;0.13;19.34;0.47;0.54;2.83;633302.15;2386644.32;195967.82;0.71;3.05;0.07;0.18;0.28;0.15;4.57;0.01;599140.29;51.61;0.00;0.24;0.01;0.01
2.00;65.00;85.00;102933703.00;1.00;10.00;2.77;116.00;6.15;74.86;75.00;50.00;66.00;4.43;75.25;0.07;102933703.00;0.50;58.40;2.61;9289.12;0.51;2.19;9083.22;0.25;2.52;69.57;174.28;43.39;0.62;0.02;0.05;0.01;2.47;0.93;-0.01;0.92;0.08;0.84;0.08;0.40;0.07;0.96;0.96;0.99;0.98;-0.60;0.84;0.08;1.50;0.43;1.41;0.84;0.46;3.01;1.33;0.25;895.42;0.50;0.26;2.58;303.19;777.16;184.70;0.61;5.42;163.64;0.09;0.10;193.21;0.26;0.67;0.15;67.39;0.47;0.30;2.77;783075.04;2362639.39;388184.04;0.59;15.99;0.11;0.29;0.89;0.17;4.74;0.01;766689.23;180.37;0.00;0.32;0.01;0.00
3.00;64.00;80.00;8972631.00;0.91;8.00;2.84;89.00;5.06;71.80;71.00;50.00;39.00;3.73;72.08;0.02;8972631.00;0.56;39.90;2.87;621.72;0.36;2.90;974.43;0.22;1.96;63.30;114.01;50.62;0.76;0.02;0.06;0.02;1.87;1.05;0.55;0.75;0.10;0.77;0.10;0.46;0.09;0.95;0.95;0.98;0.97;-0.49;0.76;0.10;1.30;0.49;1.34;0.77;0.65;2.61;1.24;0.21;133.00;0.50;0.25;2.58;91.49;143.27;78.54;0.60;4.65;25.57;0.09;0.15;43.72;0.24;0.76;0.11;14.52;0.69;0.15;3.43;40220.62;58968.62;35533.62;0.39;2.33;0.11;0.21;0.81;0.06;3.69;0.01;33457.51;1111.26;0.01;0.10;0.02;0.01
